EmployeeID,Age,Attrition,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Maternity,Department_Neurology,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
1500784,29,Yes,942,15,2,69,1,1,4,2168.0,26933,0.0,18,3,1,1.0,6.0,2.0,2,5.0,4.0,1.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1455048,22,Yes,1256,3,3,48,2,1,4,2853.0,4223,0.0,11,3,2,1.0,1.0,4.5,3,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1123335,46,No,1402,2,3,69,3,4,1,16558.25,24097,8.0,23,3,1,0.0,28.0,2.0,3,20.5,14.5,7.5,9.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1285566,44,No,111,17,4,74,1,1,3,2290.0,4279,2.0,13,3,4,0.0,6.0,3.0,3,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1279649,33,No,147,2,2,99,3,1,3,3600.0,8429,1.0,13,3,4,1.0,5.0,2.0,3,5.0,4.0,1.0,4.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1754610,41,Yes,906,5,1,95,2,1,1,2107.0,20293,6.0,17,3,1,1.0,5.0,2.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1260276,30,No,1329,29,3,61,3,2,1,4115.0,13192,8.0,19,3,3,2.5,8.0,3.0,3,4.0,3.0,0.0,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1313206,40,No,1184,2,2,62,3,2,2,4327.0,25440,5.0,12,3,4,2.5,5.0,2.0,3,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1562759,50,No,1421,2,4,30,3,4,1,16558.25,9490,2.0,22,3,3,1.0,28.5,3.0,3,2.0,2.0,2.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1818579,28,No,1179,19,4,78,2,1,1,3196.0,12449,1.0,12,3,3,2.5,6.0,2.0,3,6.0,5.0,3.0,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1221210,46,No,1450,15,4,52,3,5,2,16558.25,10849,5.0,11,3,1,1.0,25.0,2.0,3,4.0,2.0,0.0,3.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1285937,35,No,1361,17,3,94,3,2,1,8966.0,21026,3.0,15,3,4,2.5,15.0,2.0,3,7.0,7.0,1.0,7.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1063216,24,Yes,984,17,4,97,3,1,2,2210.0,3372,1.0,13,3,1,1.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1551282,33,No,1146,25,2,82,3,2,3,4539.0,4905,1.0,12,3,1,1.0,10.0,3.0,2,10.0,7.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1310719,36,No,917,6,3,60,1,1,3,2741.0,6865,1.0,14,3,3,1.0,7.0,4.0,3,7.0,7.0,1.0,7.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1544205,30,No,853,7,3,49,3,2,3,3491.0,11309,1.0,13,3,1,2.5,10.0,4.0,2,10.0,7.0,7.5,9.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1503934,44,No,200,29,4,32,3,2,4,4541.0,7744,1.0,25,3,2,0.0,20.0,3.0,3,20.0,11.0,7.5,14.5,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1531205,20,No,654,21,3,43,4,1,4,2678.0,5050,1.0,17,3,4,0.0,2.0,2.0,3,2.0,1.0,2.0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1126413,46,No,150,2,4,60,3,2,4,7379.0,17433,2.0,11,3,3,1.0,12.0,3.0,2,6.0,3.0,1.0,4.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1170535,42,No,179,2,4,79,4,2,1,6272.0,12858,7.0,16,3,1,1.0,10.0,3.0,4,4.0,3.0,0.0,3.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1520995,60,No,696,7,2,52,4,2,4,5220.0,10893,0.0,18,3,2,1.0,12.0,3.0,3,11.0,7.0,1.0,9.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1229290,32,No,116,13,3,77,2,1,2,2743.0,7331,1.0,20,3,3,1.0,2.0,2.0,3,2.0,2.0,2.0,2.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1034448,32,No,1316,2,4,38,3,2,3,4998.0,2338,4.0,14,3,4,0.0,10.0,2.0,3,8.0,7.0,0.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1516924,36,No,363,1,3,77,1,3,1,10252.0,4235,2.0,21,3,3,1.0,17.0,2.0,3,7.0,7.0,7.0,7.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1487583,33,No,117,9,1,60,3,1,4,2781.0,6311,0.0,13,3,2,1.0,15.0,4.5,3,14.0,10.0,4.0,10.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1516360,40,No,107,10,2,84,2,2,2,6852.0,11591,7.0,12,3,2,1.0,7.0,2.0,4,5.0,1.0,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1384279,25,No,1356,10,3,57,3,2,4,4950.0,20623,0.0,14,3,2,0.0,5.0,4.0,3,4.0,3.0,1.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1658193,30,No,1465,1,4,63,3,1,2,3579.0,9369,0.0,21,3,1,1.0,12.0,2.0,3,11.0,9.0,5.0,7.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
1645050,42,No,458,26,1,60,3,3,1,13191.0,23281,3.0,17,3,3,0.0,20.0,4.5,3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1695470,35,No,1212,8,3,78,2,3,4,10377.0,13755,4.0,11,3,2,1.0,16.0,4.5,2,13.0,2.0,4.0,12.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1362336,27,No,1103,14,1,42,3,1,1,2235.0,14377,1.0,14,3,4,2.0,9.0,3.0,2,9.0,7.0,6.0,8.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1442702,54,No,966,1,4,53,3,3,3,10502.0,9659,7.0,17,3,1,1.0,28.5,2.0,1,5.0,4.0,1.0,4.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1226564,44,No,1117,2,1,72,4,1,4,2011.0,19982,1.0,13,3,4,1.0,10.0,4.5,3,10.0,5.0,7.0,7.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1245033,19,Yes,504,10,1,96,2,1,2,1859.0,6148,1.0,25,3,2,0.0,1.0,2.0,4,1.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1856613,29,No,1010,1,1,97,3,1,4,3760.0,5598,1.0,15,3,1,2.5,3.0,4.5,3,3.0,2.0,1.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1559788,54,No,685,3,4,85,3,4,4,16558.25,23474,3.0,14,3,1,0.0,28.5,2.0,3,10.0,9.0,0.0,9.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1845153,31,No,1332,11,3,80,3,2,1,6833.0,17089,1.0,12,3,4,0.0,6.0,2.0,2,6.0,5.0,0.0,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
1216132,31,No,1062,24,3,96,2,2,1,6812.0,17198,1.0,19,3,2,0.0,10.0,2.0,3,10.0,9.0,1.0,8.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1718896,59,No,326,3,3,48,2,2,4,5171.0,16490,5.0,17,3,4,0.0,13.0,2.0,3,6.0,1.0,0.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1659741,43,No,920,3,3,96,1,5,4,16558.25,18625,3.0,14,3,2,1.0,25.0,2.0,3,8.0,7.0,0.0,7.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1460231,49,No,1098,4,1,85,2,5,3,16558.25,12124,2.0,13,3,3,1.0,23.0,2.0,4,1.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1276743,36,No,469,3,3,46,3,1,2,3692.0,9256,1.0,12,3,3,0.0,12.0,2.0,2,11.0,10.0,0.0,7.0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1551418,48,No,969,2,4,76,4,1,2,2559.0,16620,5.0,11,3,3,0.0,7.0,4.0,2,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
1409781,27,No,1167,4,1,76,3,1,3,2517.0,3208,1.0,11,3,2,2.5,5.0,2.0,3,5.0,3.0,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1429070,29,No,1329,7,3,82,3,2,4,6623.0,4204,1.0,11,3,2,2.0,6.0,2.0,3,6.0,0.0,1.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1149718,48,No,715,1,4,76,2,5,4,16558.25,8733,6.0,12,3,3,0.0,25.0,3.0,4,1.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1593907,29,No,694,1,4,87,2,4,4,16124.0,3423,3.0,14,3,2,2.0,9.0,2.0,2,7.0,7.0,1.0,7.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1346366,34,No,1320,20,3,89,4,1,3,2585.0,21643,0.0,17,3,4,0.0,2.0,4.5,2,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1471840,44,No,1099,5,2,88,3,5,2,16558.25,8751,7.0,11,3,3,1.0,26.0,4.5,3,20.5,9.0,3.0,10.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1081187,33,No,536,10,4,82,4,3,3,8380.0,21708,0.0,14,3,4,2.0,10.0,3.0,3,9.0,8.0,0.0,8.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1237363,19,No,265,25,2,57,4,1,4,2994.0,21221,1.0,12,3,4,0.0,1.0,2.0,3,1.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1473069,23,No,373,1,4,47,3,1,3,1223.0,16901,1.0,22,3,4,1.0,1.0,2.0,3,1.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1322371,25,Yes,599,24,3,73,1,1,4,1118.0,8040,1.0,14,3,4,0.0,1.0,4.0,3,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1574047,26,No,583,4,3,53,3,1,4,2875.0,9973,1.0,20,3,2,0.0,8.0,2.0,2,8.0,5.0,2.0,2.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1588094,45,No,1449,2,1,94,1,5,2,16558.25,2493,2.0,16,3,1,0.0,26.0,2.0,3,20.5,10.0,1.0,11.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1364438,55,No,177,8,4,37,2,4,2,13577.0,25592,1.0,15,3,4,1.0,28.5,3.0,3,20.5,9.0,7.5,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1724855,21,Yes,251,10,1,45,2,1,3,2625.0,25308,1.0,20,3,3,0.0,2.0,2.0,1,2.0,2.0,2.0,2.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1032289,46,No,168,4,4,33,2,5,2,16558.25,9946,2.0,14,3,3,1.0,26.0,2.0,3,11.0,4.0,0.0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1826524,34,No,131,2,3,86,3,2,1,4538.0,6039,0.0,12,3,4,0.0,4.0,3.0,3,3.0,2.0,0.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1426682,51,No,237,9,4,83,3,5,2,16558.25,19196,4.0,24,3,1,1.0,28.5,4.5,2,20.5,10.0,7.5,10.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1826449,59,No,1429,18,4,67,3,3,4,10512.0,20002,6.0,12,3,4,0.0,25.0,4.5,2,9.0,7.0,5.0,4.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1319702,34,No,135,19,3,46,3,2,2,4444.0,22534,4.0,13,3,3,2.0,15.0,2.0,4,11.0,8.0,5.0,10.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1668404,28,Yes,791,1,4,44,3,1,3,2154.0,6842,0.0,11,3,3,0.0,5.0,2.0,2,4.0,2.0,0.0,2.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
1459186,44,No,1199,4,3,92,4,5,1,16558.25,17477,1.0,14,3,4,2.0,26.0,4.0,2,20.5,9.0,7.5,13.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
1488640,34,No,648,11,3,56,2,2,2,4490.0,21833,4.0,11,3,4,2.0,14.0,4.5,4,10.0,9.0,1.0,8.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1711208,35,No,735,6,3,66,3,1,3,3506.0,6020,0.0,14,3,4,0.0,4.0,3.0,3,3.0,2.0,2.0,2.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1619962,42,No,603,7,2,78,4,2,2,2372.0,5628,6.0,16,3,4,0.0,18.0,2.0,3,1.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
1411176,43,No,531,4,4,56,2,3,4,10231.0,20364,3.0,14,3,4,0.0,23.0,3.0,4,20.5,7.0,7.5,14.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1702814,36,No,429,2,3,53,3,2,2,5410.0,2323,8.5,11,3,4,0.0,18.0,2.0,3,16.0,14.0,5.0,12.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
1059499,44,No,621,15,1,73,3,3,4,7978.0,14075,1.0,11,3,4,1.0,10.0,2.0,3,10.0,7.0,0.0,5.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1612685,28,No,193,2,4,52,2,1,4,3867.0,14222,1.0,12,3,2,1.0,2.0,2.0,3,2.0,2.0,2.0,2.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1744003,51,No,968,6,2,40,2,1,3,2838.0,4257,0.0,14,3,2,0.0,8.0,4.5,2,7.0,0.0,7.0,7.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1825727,30,No,879,9,3,72,3,2,3,4695.0,12858,7.0,18,3,3,0.0,10.0,3.0,3,8.0,4.0,1.0,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1100849,29,Yes,806,7,2,39,3,1,3,3339.0,17285,3.0,13,3,1,2.0,10.0,2.0,3,7.0,7.0,7.0,7.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1165880,28,No,640,1,4,84,3,1,1,2080.0,4732,2.0,11,3,2,0.0,5.0,2.0,2,3.0,2.0,1.0,2.0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1386101,25,No,266,1,4,40,3,1,2,2096.0,18830,1.0,18,3,4,0.0,2.0,3.0,2,2.0,2.0,2.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1053739,32,No,604,8,3,56,4,2,4,6209.0,11693,1.0,15,3,3,2.0,10.0,4.0,4,10.0,7.0,0.0,8.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1259785,45,No,364,25,2,83,3,5,2,16558.25,13035,3.0,22,3,3,0.0,22.0,4.0,3,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1772045,39,No,412,13,3,94,2,4,2,16558.25,17334,6.0,13,3,4,2.0,21.0,4.0,3,19.0,9.0,7.5,2.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1153402,58,No,848,23,1,88,3,1,3,2372.0,26076,1.0,12,3,4,2.0,2.0,3.0,3,2.0,2.0,2.0,2.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1111156,32,No,1089,7,4,79,3,2,3,4883.0,22845,1.0,18,3,1,1.0,10.0,3.0,3,10.0,4.0,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1191511,39,Yes,360,23,3,93,3,1,1,3904.0,22154,0.0,13,3,1,0.0,6.0,2.0,3,5.0,2.0,0.0,3.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1391589,30,No,1138,6,1,48,2,2,4,4627.0,23631,0.0,12,3,1,1.0,10.0,4.5,3,9.0,2.0,6.0,7.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1474475,36,No,325,10,4,63,3,3,3,7094.0,5747,3.0,12,3,1,0.0,10.0,0.5,3,7.0,7.0,1.0,7.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1211290,46,No,991,1,4,44,3,1,1,3423.0,22957,6.0,12,3,3,0.0,10.0,3.0,4,7.0,6.0,5.0,7.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1193428,28,No,1476,1,3,55,1,2,4,6674.0,16392,0.0,11,3,1,2.5,10.0,4.5,3,9.0,8.0,7.0,5.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1545703,50,No,1322,28,4,43,3,4,1,16558.25,22422,4.0,11,3,2,0.0,25.0,2.0,3,3.0,2.0,1.0,2.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1202936,40,Yes,299,25,4,57,2,3,2,9094.0,17235,2.0,12,3,3,0.0,9.0,2.0,3,5.0,4.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
1171299,52,Yes,1030,5,2,64,3,3,2,8446.0,21534,8.5,19,3,3,0.0,10.0,2.0,2,8.0,7.0,7.0,7.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1277861,30,No,634,17,2,95,3,3,1,11916.0,25927,1.0,23,3,4,2.0,9.0,2.0,3,9.0,1.0,0.0,8.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
1622014,39,No,524,18,1,32,3,2,3,4534.0,13352,0.0,11,3,1,0.0,9.0,4.5,3,8.0,7.0,1.0,7.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1379068,31,No,587,2,4,57,3,3,3,9852.0,8935,1.0,19,3,1,1.0,10.0,4.5,2,10.0,8.0,7.5,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1546275,41,No,256,10,3,40,1,2,2,6151.0,22074,1.0,13,3,1,0.0,19.0,4.0,3,19.0,2.0,7.5,9.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1288105,31,Yes,1060,1,4,54,3,1,2,2302.0,8319,1.0,11,3,1,0.0,3.0,2.0,4,3.0,2.0,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1518688,44,No,935,3,1,89,3,1,1,2362.0,14669,4.0,12,3,3,0.0,10.0,4.0,4,3.0,2.0,1.0,2.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1071499,42,No,495,2,3,37,3,4,3,16558.25,26582,0.0,13,3,4,0.0,21.0,3.0,2,20.0,8.0,2.0,10.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1
1704652,55,No,282,2,4,58,1,5,3,16558.25,6992,4.0,14,3,4,1.0,23.0,4.5,3,19.0,9.0,7.5,11.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1074172,56,No,206,8,4,99,3,5,2,16558.25,4022,6.0,14,3,1,0.0,28.5,4.0,3,7.0,3.0,7.0,7.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1415953,40,No,458,16,3,74,3,1,3,3544.0,8532,8.5,16,3,2,1.0,6.0,0.5,3,4.0,2.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1492244,34,No,943,9,4,86,3,3,4,8500.0,5494,0.0,11,3,4,1.0,10.0,0.5,2,9.0,7.0,1.0,6.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1510065,40,No,523,2,3,98,3,2,4,4661.0,22455,1.0,13,3,3,0.0,9.0,4.0,3,9.0,8.0,7.5,8.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1338493,41,No,1018,1,3,66,3,2,1,4103.0,4297,0.0,17,3,4,1.0,10.0,2.0,3,9.0,3.0,1.0,7.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1451242,35,No,482,4,3,87,3,2,3,4249.0,2690,1.0,11,3,2,0.0,9.0,3.0,3,9.0,6.0,1.0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1265137,51,No,770,5,3,84,3,4,2,14026.0,17588,1.0,11,3,2,1.0,28.5,2.0,3,20.5,9.0,0.0,10.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
1465164,38,No,1009,2,2,31,3,2,1,6893.0,19461,3.0,15,3,4,1.0,11.0,3.0,3,7.0,7.0,1.0,7.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1420569,34,No,507,15,3,66,3,2,1,6125.0,23553,1.0,12,3,4,0.0,10.0,4.5,4,10.0,8.0,7.5,6.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1796375,25,No,882,19,4,67,3,1,4,3669.0,9075,3.0,11,3,3,2.5,7.0,4.5,2,3.0,2.0,1.0,2.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1536328,58,Yes,601,7,3,53,2,3,1,10008.0,12023,7.0,14,3,4,0.0,28.5,0.5,2,10.0,9.0,5.0,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
1346672,40,No,329,1,2,88,3,1,2,2387.0,6762,3.0,22,3,3,1.0,7.0,3.0,3,4.0,2.0,0.0,3.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1408258,36,No,607,7,1,83,4,2,1,4639.0,2261,2.0,16,3,4,1.0,17.0,2.0,2,15.0,7.0,6.0,13.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1172129,48,No,855,4,4,54,3,3,4,7898.0,18706,1.0,11,3,3,0.0,11.0,2.0,3,10.0,9.0,0.0,8.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
1525335,27,No,1291,11,3,98,4,1,4,2534.0,6527,8.0,14,3,2,1.0,5.0,4.0,3,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1138505,51,No,1405,11,4,82,2,4,2,13142.0,24439,3.0,16,3,2,0.0,28.5,1.0,2,5.0,2.0,0.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1792003,18,No,1124,1,4,97,3,1,4,1611.0,19305,1.0,15,3,3,0.0,0.0,4.5,4,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1584366,35,No,817,1,4,60,2,2,4,5363.0,10846,0.0,12,3,2,1.0,10.0,0.5,3,9.0,7.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1224247,27,No,793,2,4,43,1,2,4,5071.0,20392,3.0,20,3,2,0.0,8.0,3.0,3,6.0,2.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1081600,55,Yes,267,13,1,85,4,4,3,13695.0,9277,6.0,17,3,3,0.0,24.0,2.0,2,19.0,7.0,3.0,8.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
1665397,56,No,1369,23,4,68,3,4,2,13402.0,18235,4.0,12,3,1,1.0,28.5,0.5,3,19.0,14.5,7.5,9.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1
1073438,34,No,999,26,1,92,2,1,3,2029.0,15891,1.0,20,3,3,2.5,5.0,2.0,3,5.0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1858522,40,No,1202,2,2,89,4,2,3,6377.0,13888,5.0,20,3,2,2.5,15.0,0.5,3,12.0,11.0,7.5,8.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1528867,34,No,285,29,2,86,3,2,3,5429.0,17491,4.0,13,3,1,2.0,10.0,1.0,3,8.0,7.0,7.0,7.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1648657,31,Yes,703,2,3,90,2,1,4,2785.0,11882,7.0,14,3,3,0.0,3.0,3.0,4,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1805986,35,Yes,662,18,4,67,3,2,3,4614.0,23288,0.0,18,3,3,1.0,5.0,0.5,2,4.0,2.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1272720,38,No,693,7,4,57,4,1,3,2610.0,15748,1.0,11,3,4,2.5,4.0,2.0,3,4.0,2.0,0.0,3.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1415194,34,No,404,2,3,98,3,2,4,6687.0,6163,1.0,11,3,4,0.0,14.0,2.0,4,14.0,11.0,4.0,11.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1176516,28,No,736,26,3,48,2,2,1,4724.0,24232,1.0,11,3,3,1.0,5.0,0.5,3,5.0,3.0,0.0,4.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1542102,31,Yes,330,22,4,98,3,2,3,6179.0,21057,1.0,15,3,4,2.0,10.0,3.0,2,10.0,2.0,6.0,7.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
1872881,39,No,1498,21,1,44,2,2,4,6120.0,3567,3.0,12,3,4,2.0,8.0,2.0,4,5.0,4.0,1.0,4.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1588882,51,No,541,2,2,52,3,3,2,10596.0,15395,2.0,11,3,2,0.0,14.0,4.5,3,4.0,2.0,3.0,2.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1278061,41,No,1200,22,4,75,3,2,4,5467.0,13953,3.0,14,3,1,2.0,12.0,4.0,2,6.0,2.0,3.0,3.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
